36,96,211
22,414,214
11,253,484
29,272,23
1,97,242
2,102,274
3,110,305
4,120,339
5,133,377
6,145,409
7,163,438
8,186,466
9,209,481
10,231,488
12,286,484
13,321,464
14,341,438
15,358,414
16,373,385
17,384,353
18,392,319
19,401,288
20,409,257
21,411,234
23,412,175
24,404,126
25,389,92
26,367,63
27,340,37
28,297,27
30,231,23
31,193,25
32,152,49
33,124,81
34,103,121
35,96,165
