1,654,1362
21,1373,1366
11,1004,1892
29,1004,944
2,640,1429
3,626,1500
4,622,1572
5,652,1631
6,707,1676
7,758,1727
8,797,1792
9,838,1854
10,916,1888
12,1083,1890
13,1163,1856
14,1216,1795
15,1255,1729
16,1302,1678
17,1367,1629
18,1400,1576
19,1402,1513
20,1385,1439
22,1387,1288
23,1404,1215
24,1436,1137
25,1414,1049
26,1340,1004
27,1230,978
28,1122,959
30,901,961
31,797,982
32,701,1002
33,607,1047
34,567,1137
35,569,1215
36,597,1290
