1,764,762
11,1223,1459
21,1706,765
29,1223,79
2,767,842
3,776,935
4,794,1021
5,820,1113
6,853,1197
7,898,1274
8,958,1352
9,1038,1415
10,1124,1453
12,1312,1447
13,1393,1406
14,1458,1355
15,1527,1289
16,1581,1212
17,1622,1125
18,1658,1030
19,1682,941
20,1697,851
36,758,666
22,1721,669
23,1727,556
24,1712,446
25,1682,335
26,1604,231
27,1497,145
28,1351,91
30,1104,94
31,981,142
32,865,231
33,800,335
34,767,446
35,755,553
