1,446,422
21,1063,428
11,762,863
29,765,17
2,468,496
3,479,564
4,500,618
5,524,674
6,554,730
7,591,779
8,640,817
9,683,847
10,720,856
12,809,854
13,851,830
14,891,800
15,930,765
16,963,716
17,989,665
18,1012,616
19,1028,559
20,1040,499
22,1059,367
23,1054,297
24,1035,227
25,1001,159
26,958,104
27,904,62
28,834,29
30,701,22
31,633,45
32,573,87
33,516,145
34,477,220
35,453,309
36,447,367
